,idade,tipo_assinatura,plano_pagamento,num_pausas_assinatura,metodo_pagamento,chamados_suporte,horas_semanais,tempo_medio_sessao,taxa_skip_musica,musicas_tocadas_semana,musicas_unicas_semana,num_artistas_favoritos,num_amigos_plataforma,num_playlists_criadas,num_playlists_compartilhadas,notificacoes_clicadas
1889,70,familia premium,mensal,1,credito,muito frequente,10.98554258,0.626252657,0.28,183,122,7,54,14,7,2
1890,49,premium,anual,2,debito,nenhum,6.154774473,0.855550299,0.02,85,67,3,51,12,3,60
1891,24,premium,anual,2,venmo,poucos,2.486925814,0.637473311,0.09,37,31,4,98,17,4,130
1892,63,premium,anual,0,venmo,nenhum,27.47983857,1.861042218,0.38,366,200,9,59,19,19,217
1893,78,premium,mensal,1,credito,poucos,25.52959789,3.764621872,0.43,409,364,5,46,20,20,74
1894,21,estudante,anual,2,credito,alguns,26.63034644,0.250214058,0.25,326,249,7,82,9,5,78
1895,27,premium,anual,2,debito,muitos,0.407453941,0.179075215,0.02,7,4,1,84,9,5,60
1896,58,basico,anual,2,venmo,poucos,17.97676048,2.521134706,0.1,263,183,7,60,11,6,64
1897,22,estudante,anual,1,venmo,alguns,28.3681152,4.282557832,0.48,466,363,8,102,14,7,216
1898,54,premium,mensal,2,debito,poucos,7.045091179,0.967290091,0.19,93,62,3,65,10,3,44
1899,25,familia premium,anual,0,venmo,muitos,18.33695542,2.860173685,0.37,238,169,5,84,9,5,2
1900,18,estudante,anual,0,debito,alguns,0.144219823,0.670331739,0.99,2,1,1,81,7,7,41
1901,55,premium,mensal,0,credito,muito frequente,19.9340248,2.989677152,0.71,286,170,9,52,9,5,117
1902,19,basico,anual,2,credito,muito frequente,0.982971747,0.582925368,0.65,12,11,2,79,13,4,24
1903,24,estudante,mensal,0,credito,muitos,17.80770522,2.624495867,0.31,220,149,8,90,11,6,156
1904,28,premium,anual,1,debito,nenhum,21.33056017,2.310707466,0.67,274,216,5,91,8,3,117
1905,41,familia premium,mensal,0,credito,alguns,12.22006392,2.013517761,0.94,157,129,8,67,13,13,0
1906,57,premium,anual,1,credito,nenhum,19.01327728,1.493443532,0.29,309,209,5,51,6,6,74
1907,25,basico,anual,0,venmo,muitos,25.63625577,3.60718139,0.21,464,397,6,108,21,21,87
1908,63,basico,anual,0,credito,muito frequente,30.18581785,3.26028277,0.07,492,390,6,42,13,3,46
1909,60,familia premium,anual,0,credito,nenhum,15.79395626,0.934941592,0.47,257,204,9,58,18,9,0
1910,54,familia premium,anual,2,credito,muitos,16.86737803,1.57284463,0.33,326,264,4,72,5,3,2
1911,67,familia premium,anual,1,credito,poucos,7.35869117,1.126940515,0.17,89,45,4,33,10,5,1
1912,53,familia premium,anual,2,credito,nenhum,29.19068027,0.107086504,0.07,379,216,4,59,5,5,0
1913,22,estudante,anual,2,credito,nenhum,30.80706096,5.010807298,0.11,615,515,4,89,20,7,31
1914,47,basico,anual,0,credito,muitos,7.676332313,1.661805119,0.37,134,69,8,80,21,7,256
1915,51,familia premium,anual,2,debito,muitos,12.62224104,1.439222658,0.39,241,141,3,65,12,4,0
1916,38,basico,anual,0,debito,muitos,13.11543703,0.879519144,0.16,209,137,8,72,17,6,235
1917,25,basico,mensal,2,credito,muito frequente,13.2347719,0.607961541,0.06,203,172,3,95,10,3,83
1918,59,basico,anual,2,debito,nenhum,4.32012682,0.537859603,0.36,74,59,2,43,9,3,77
1919,58,basico,anual,0,debito,muitos,16.39653569,2.584887708,0.13,322,301,6,62,11,3,65
1920,37,familia premium,mensal,2,debito,alguns,15.08470469,2.543085368,0.39,237,183,3,84,13,4,2
1921,48,familia premium,anual,1,credito,nenhum,18.83694888,1.590871411,0.4,246,219,5,71,21,11,0
1922,22,basico,anual,1,credito,muitos,11.18933149,0.750273487,0.92,180,179,7,107,15,5,220
1923,68,familia premium,anual,1,credito,poucos,23.11778347,2.287009794,0.87,392,271,8,40,9,3,0
1924,48,familia premium,mensal,1,debito,muitos,18.173707,2.059072453,0.34,270,173,8,83,6,2,2
1925,21,familia premium,anual,0,venmo,nenhum,3.576661585,0.776429692,0.46,54,36,6,101,10,5,0
1926,27,premium,anual,2,venmo,poucos,9.909950147,1.003057412,0.06,123,81,5,101,13,3,76
1927,80,familia premium,mensal,1,debito,poucos,22.12915185,0.787404882,0.52,321,171,5,31,21,21,2
1928,38,basico,anual,1,venmo,alguns,17.71189136,1.640027555,0.09,214,150,7,90,11,6,106
1929,37,premium,anual,2,credito,poucos,26.485528,1.921702195,0.37,355,207,7,85,12,3,46
1930,25,familia premium,anual,1,debito,poucos,19.83224821,1.995355597,0.45,338,255,5,98,12,12,2
1931,74,basico,mensal,2,credito,muitos,0.030633428,0.723899512,0.31,1,1,1,27,19,10,50
1932,70,familia premium,anual,0,debito,nenhum,20.71966299,2.022450937,0.28,373,265,6,42,13,3,2
1933,82,familia premium,anual,1,venmo,muito frequente,4.213928246,0.936108609,0.1,58,31,5,22,11,3,0
1934,53,estudante,mensal,0,venmo,nenhum,3.334338734,1.05705395,0.32,42,33,4,53,8,3,283
1935,81,familia premium,anual,0,credito,muito frequente,27.8016778,2.913582423,0.59,416,230,9,31,12,6,1
1936,70,basico,mensal,0,credito,muitos,5.154018178,0.991486139,0.19,66,42,4,38,20,20,60
1937,67,familia premium,mensal,0,venmo,muito frequente,16.754375,0.417857915,0.02,266,214,9,46,19,10,0
1938,67,familia premium,mensal,2,venmo,nenhum,20.24130788,2.960908568,0.57,291,230,7,39,13,13,0
1939,82,familia premium,mensal,0,venmo,muito frequente,14.809871,0.990956715,0.03,205,123,5,24,18,9,0
1940,69,familia premium,mensal,1,debito,poucos,25.88885739,3.740879035,0.43,432,238,5,44,3,1,2
1941,66,basico,anual,2,credito,alguns,20.0763222,2.122486713,0.07,266,179,4,57,17,6,57
1942,68,familia premium,anual,2,credito,muito frequente,2.910661345,0.715044845,0.28,43,22,2,47,9,5,0
1943,48,familia premium,anual,1,venmo,nenhum,9.068943649,1.231113711,0.18,176,159,4,55,11,6,0
1944,43,premium,anual,2,debito,muito frequente,24.60576018,0.255636719,0.35,480,251,4,62,18,6,63
1945,25,premium,anual,1,credito,alguns,19.6606927,3.079021497,0.09,353,186,8,84,18,6,55
1946,43,basico,mensal,0,credito,nenhum,18.78487278,1.470510324,0.39,279,162,9,61,3,3,57
1947,73,familia premium,anual,2,debito,alguns,27.35938854,3.725883556,0.0,483,383,4,28,3,2,1
1948,60,premium,mensal,1,credito,muito frequente,23.02100251,0.365459432,0.64,363,341,8,65,12,3,59
1949,57,familia premium,anual,0,debito,poucos,10.17240662,1.838515114,0.46,143,88,5,73,10,5,0
1950,60,familia premium,anual,0,credito,poucos,17.46181545,1.239058872,0.18,236,161,5,57,6,6,2
1951,76,familia premium,anual,0,debito,muitos,16.07496989,0.414124788,0.81,263,218,9,53,9,2,0
1952,33,basico,anual,0,credito,muitos,24.12459805,3.513364584,0.26,395,282,9,69,6,2,44
1953,18,estudante,mensal,2,credito,nenhum,29.75919127,3.414559478,0.11,369,242,4,88,12,3,33
1954,36,familia premium,anual,0,credito,alguns,24.58385851,2.066262295,0.87,322,199,9,78,14,7,1
1955,52,familia premium,anual,1,credito,muitos,20.90840454,2.699429151,0.96,269,141,5,65,8,8,1
1956,51,familia premium,anual,2,debito,poucos,25.35714475,1.926894709,0.15,498,491,7,71,12,3,1
1957,86,premium,mensal,1,credito,muitos,17.7149542,2.78144677,0.47,261,187,5,23,14,4,81
1958,30,premium,anual,0,credito,alguns,22.09640908,2.621289395,0.15,390,255,6,94,21,21,213
1959,57,basico,anual,2,credito,nenhum,26.73949692,3.60530568,0.9,351,201,4,65,19,10,47
1960,20,estudante,mensal,1,debito,nenhum,13.90025772,0.118327957,0.17,254,186,5,93,9,2,43
1961,44,familia premium,anual,2,credito,nenhum,17.49600048,1.390739811,0.91,224,115,3,86,18,18,1
1962,68,basico,anual,0,credito,alguns,2.676681337,0.210780662,0.27,43,22,6,50,10,3,192
1963,33,premium,mensal,1,credito,nenhum,15.33900891,2.373645477,0.19,206,110,7,85,21,7,32
1964,52,familia premium,anual,0,venmo,alguns,17.50636989,2.128186484,0.29,237,136,5,65,9,5,0
1965,62,basico,mensal,1,credito,nenhum,6.328375263,0.331343836,0.9,87,68,4,58,15,15,91
1966,44,familia premium,mensal,2,debito,poucos,11.38347396,0.554295771,0.0,189,101,3,85,14,4,1
1967,78,basico,mensal,1,venmo,nenhum,8.751545782,1.238800823,0.64,156,118,4,36,12,3,74
1968,85,familia premium,anual,0,debito,muito frequente,1.543681442,0.550672433,0.3,21,17,3,26,20,20,0
1969,46,basico,mensal,2,credito,muito frequente,21.89461338,0.083439044,0.24,313,157,4,60,6,3,31
1970,65,basico,anual,1,debito,alguns,9.828737041,1.777250528,0.61,148,83,7,39,10,3,43
1971,69,premium,mensal,1,venmo,alguns,29.47073938,1.040359167,0.02,497,280,8,36,12,3,77
1972,48,familia premium,anual,0,credito,muitos,2.182039613,0.28561274,0.79,31,20,4,68,17,9,2
1973,42,basico,anual,2,venmo,alguns,18.83817678,3.467054073,0.28,269,257,7,69,14,5,132
1974,67,basico,mensal,1,debito,alguns,8.421709919,0.315188519,0.29,113,80,4,36,16,16,23
1975,42,familia premium,anual,2,credito,muitos,29.77001021,3.68493605,0.14,456,379,7,70,12,4,2
1976,35,basico,anual,1,debito,poucos,18.89552982,2.67039568,0.35,229,215,4,83,13,7,85
1977,32,basico,anual,2,debito,muitos,2.073861134,0.727585903,0.36,33,31,4,79,9,9,201
1978,18,estudante,anual,2,debito,nenhum,18.48641092,2.305161155,0.36,348,284,4,96,19,19,36
1979,37,estudante,anual,0,debito,muitos,22.80218907,4.012346816,0.31,291,156,9,68,9,2,73
1980,62,familia premium,mensal,0,credito,alguns,17.70755939,2.71127421,0.74,233,225,8,47,19,6,1
1981,18,estudante,anual,2,credito,nenhum,30.14245307,1.311828759,0.14,550,504,4,82,17,17,24
1982,48,familia premium,anual,2,credito,muito frequente,8.303260543,0.865958293,0.04,163,93,3,48,8,8,1
1983,56,familia premium,anual,1,debito,poucos,1.331279985,0.865290835,0.18,18,12,4,67,10,10,1
1984,20,estudante,mensal,0,credito,muito frequente,17.85421542,0.87727958,0.53,284,159,9,83,9,3,33
1985,61,familia premium,anual,1,debito,muito frequente,10.09791909,0.517465542,0.08,152,83,7,35,12,4,0
1986,60,familia premium,anual,1,debito,muitos,16.37561904,0.734950264,0.95,267,184,8,64,13,4,1
1987,20,estudante,mensal,1,debito,poucos,18.20964549,1.269876726,0.22,264,203,5,101,9,9,42
1988,64,basico,mensal,1,credito,poucos,24.79167756,1.594825498,0.63,359,354,8,53,18,9,34
1989,28,familia premium,mensal,0,debito,alguns,7.665407426,1.509472063,0.18,134,82,8,80,15,5,0
1990,38,familia premium,anual,2,credito,poucos,5.472019972,0.891068627,0.31,73,71,5,68,5,2,1
1991,55,basico,anual,1,credito,alguns,11.96389541,1.54333099,0.22,208,142,4,56,18,5,323
1992,61,basico,mensal,0,debito,muito frequente,30.7234674,2.171760096,0.57,437,411,6,70,10,3,82
1993,20,familia premium,mensal,2,credito,muitos,17.65834419,0.981382717,0.09,323,236,7,103,10,3,1
1994,36,familia premium,anual,0,debito,nenhum,15.24488071,2.250100295,0.37,184,116,5,67,11,6,1
1995,77,familia premium,anual,2,venmo,alguns,6.102760688,1.052456938,0.74,80,45,5,50,14,5,2
1996,80,familia premium,anual,1,venmo,poucos,25.07331554,1.199915937,0.22,319,195,8,33,10,3,2
1997,72,premium,mensal,0,debito,poucos,0.892905028,0.294406435,0.62,17,11,5,42,9,3,65
1998,33,basico,anual,0,credito,muitos,27.47647117,3.649585381,0.73,410,281,6,80,5,5,110
1999,49,premium,anual,2,credito,poucos,1.010233148,0.939267788,0.21,13,9,1,75,11,6,213
2000,63,familia premium,anual,0,venmo,nenhum,30.57942745,4.594361632,0.22,570,337,6,59,10,5,2
2001,48,familia premium,anual,2,credito,muito frequente,25.0881435,2.723648969,0.11,481,258,7,75,20,5,2
2002,60,premium,anual,0,credito,alguns,14.25292228,0.440413441,0.28,194,119,8,59,13,13,82
2003,49,familia premium,anual,2,credito,poucos,18.53725268,3.185308578,0.24,223,215,6,65,11,6,0
2004,76,basico,anual,0,credito,muitos,17.93592956,2.244485476,0.08,241,156,8,39,12,3,43
2005,49,familia premium,mensal,2,venmo,muito frequente,4.490057361,1.355683942,0.78,71,49,5,52,12,12,0
2006,31,premium,anual,0,debito,poucos,28.61705514,1.764996438,0.42,483,480,6,86,13,3,46
2007,33,premium,anual,2,venmo,alguns,4.655223187,0.615023101,0.32,93,85,3,85,9,9,40
2008,20,basico,mensal,0,credito,nenhum,12.15727694,1.311871358,0.25,176,120,8,89,10,10,53
2009,51,basico,mensal,1,credito,muito frequente,30.20787418,1.887098077,0.33,398,247,8,69,11,3,65
2010,78,premium,anual,2,credito,muitos,11.50081218,1.227126179,0.89,184,106,3,49,4,1,88
2011,38,basico,anual,2,venmo,alguns,7.784638086,1.327516509,0.17,114,73,3,77,11,3,64
2012,25,familia premium,anual,1,venmo,nenhum,15.09140336,0.654439009,0.42,298,245,5,73,9,5,2
2013,66,basico,anual,1,venmo,alguns,21.50083743,0.705317163,0.29,341,255,8,48,10,3,77
2014,34,basico,mensal,2,credito,nenhum,25.98807173,4.024798718,0.42,365,198,7,84,13,4,77
2015,28,premium,anual,1,credito,muito frequente,11.66209724,1.874413356,0.3,142,112,7,87,11,11,123
2016,65,basico,anual,0,credito,muito frequente,29.75739549,0.950873014,0.06,384,198,6,31,19,19,27
2017,38,familia premium,anual,2,credito,nenhum,14.50377439,1.537610152,0.14,179,171,3,81,8,3,0
2018,47,familia premium,mensal,2,credito,poucos,21.2086271,3.189099952,0.02,352,294,7,75,8,4,2
2019,33,familia premium,mensal,1,credito,alguns,5.858996033,0.962678739,0.41,97,50,6,82,13,13,1
2020,23,estudante,anual,1,debito,nenhum,12.4334723,1.552095848,0.84,196,196,7,87,11,3,52
2021,52,familia premium,mensal,2,credito,nenhum,28.12972678,4.500465055,0.28,493,390,4,65,9,2,0
2022,48,familia premium,anual,2,debito,muito frequente,29.4141114,4.551689518,0.17,543,308,4,56,8,8,2
2023,75,premium,anual,1,credito,muitos,20.3151682,0.953855319,0.34,250,147,7,48,10,3,68
2024,43,basico,anual,2,credito,nenhum,16.67105059,0.712040482,0.58,253,138,6,73,19,6,104
2025,29,premium,anual,1,credito,muitos,8.137925909,0.857732912,0.66,118,60,4,99,10,3,141
2026,74,familia premium,mensal,0,credito,muitos,19.03664955,2.571229531,0.02,232,133,8,22,9,2,2
2027,27,estudante,anual,1,venmo,nenhum,18.50076338,2.865452902,0.05,275,146,8,103,7,7,71
2028,19,estudante,anual,2,credito,poucos,8.66067871,0.896941992,0.75,134,115,6,89,15,8,60
2029,30,estudante,mensal,1,debito,muitos,3.605393224,0.93589011,0.19,56,29,5,95,18,18,193
2030,35,basico,anual,2,credito,muito frequente,9.781018396,1.070433301,0.36,171,104,3,76,20,5,145
2031,75,basico,anual,0,credito,muitos,25.06964094,0.880975663,0.35,407,243,6,40,10,3,68
2032,37,familia premium,mensal,0,credito,muito frequente,21.62561855,0.029509787,0.46,398,354,9,77,12,3,2
2033,38,basico,anual,1,debito,alguns,2.290447517,0.130640184,0.13,43,34,5,69,21,5,55
2034,30,premium,anual,1,debito,muitos,21.05109662,2.214587109,0.32,311,288,8,72,8,4,59
2035,49,familia premium,anual,0,credito,poucos,9.117561068,1.331014011,0.18,126,91,5,80,3,3,1
2036,74,familia premium,anual,2,credito,muitos,27.16885842,3.029756367,0.67,372,221,4,46,11,6,2
2037,23,basico,anual,2,venmo,nenhum,6.626400225,0.742507625,0.92,87,55,3,83,16,8,109
2038,58,basico,anual,1,credito,nenhum,20.26138516,3.116311153,0.04,341,239,5,51,6,2,28
2039,86,basico,anual,2,credito,muito frequente,4.408454445,0.664959978,0.09,69,57,2,30,17,6,52
2040,81,familia premium,mensal,0,venmo,poucos,27.74933669,1.17361312,0.42,463,373,6,26,12,4,1
2041,46,premium,mensal,1,debito,muito frequente,9.33371991,0.168587026,0.16,131,80,4,60,11,6,80
2042,28,familia premium,mensal,0,debito,alguns,15.83437997,1.558138633,0.22,308,195,9,93,14,4,1
2043,41,estudante,anual,0,credito,nenhum,27.18205185,2.578763119,0.6,388,241,9,62,9,9,106
2044,71,familia premium,anual,1,venmo,nenhum,4.713158629,0.32575982,0.06,78,49,3,48,19,5,0
2045,69,familia premium,anual,0,credito,muitos,14.88894729,2.403139864,0.82,189,146,5,49,12,12,2
2046,39,basico,anual,1,credito,poucos,24.93457791,0.994422608,0.22,338,217,8,74,13,4,100
2047,26,premium,mensal,1,credito,nenhum,29.40615496,4.819385407,0.03,408,224,5,90,18,18,147
2048,64,premium,anual,1,credito,muito frequente,13.55558683,0.806897413,0.02,218,124,7,52,7,7,20
2049,84,familia premium,anual,0,debito,nenhum,15.33864189,2.416165386,0.06,231,191,5,27,18,5,1
2050,59,familia premium,mensal,2,debito,poucos,12.23989716,0.855028974,0.05,156,88,3,68,20,10,2
2051,53,estudante,anual,0,venmo,muitos,18.58682919,0.942850142,0.33,350,314,9,51,11,11,144
2052,36,familia premium,anual,1,credito,alguns,16.33958693,3.117210314,0.49,294,219,5,86,11,11,1
2053,58,basico,mensal,1,debito,poucos,26.19664179,1.656829245,0.01,424,264,8,47,13,4,88
2054,43,estudante,anual,1,credito,nenhum,25.30129358,2.629133377,0.87,496,313,8,89,8,4,94
2055,75,familia premium,anual,2,credito,nenhum,8.499800627,1.22957606,0.29,141,90,6,36,18,6,0
2056,86,premium,anual,1,debito,poucos,5.446709899,0.645550399,0.45,91,61,6,23,5,2,50
2057,82,basico,anual,0,credito,nenhum,24.41291761,2.929596732,0.27,435,323,6,16,18,5,19
2058,75,familia premium,anual,0,debito,poucos,4.291353988,0.289407429,0.01,60,57,6,38,17,17,0
2059,55,familia premium,anual,2,credito,poucos,1.456337359,0.253290245,0.04,27,18,3,43,20,7,1
2060,81,basico,mensal,1,credito,muito frequente,18.08609166,1.751991707,0.93,279,255,8,31,14,7,132
2061,34,premium,mensal,0,debito,nenhum,5.652301849,0.735093896,0.54,85,60,7,72,8,4,59
2062,57,premium,mensal,2,credito,poucos,30.1926479,0.169521425,0.47,420,301,7,41,11,3,60
2063,46,familia premium,anual,0,venmo,muitos,10.96689726,1.776635946,0.98,184,105,5,79,14,14,2
2064,29,premium,anual,2,credito,nenhum,10.23735202,1.177531064,0.83,131,127,6,77,20,5,115
2065,64,familia premium,mensal,2,venmo,alguns,9.371375189,0.352760605,0.42,143,98,3,46,11,6,0
2066,22,premium,anual,2,venmo,poucos,3.726618492,1.023312791,0.34,60,41,4,94,10,3,72
2067,67,familia premium,anual,1,debito,muito frequente,13.91582295,0.631799128,0.12,193,162,4,53,7,4,0
2068,73,estudante,anual,0,credito,alguns,18.95317346,0.432309335,0.55,317,250,6,37,12,12,131
2069,20,estudante,mensal,1,credito,poucos,15.43179059,2.195625888,0.78,221,181,4,89,14,5,36
2070,59,basico,anual,1,credito,poucos,4.573794837,1.046743212,0.71,83,58,4,60,21,7,41
2071,23,basico,mensal,1,credito,poucos,4.610365389,0.729273416,0.55,64,56,5,80,8,2,32
2072,18,estudante,mensal,0,credito,muito frequente,20.19734158,1.095202768,0.79,396,202,9,90,12,12,81
2073,42,premium,anual,2,debito,nenhum,27.23831666,3.06240667,0.21,433,224,7,82,17,17,64
2074,50,basico,anual,1,credito,muito frequente,1.68610574,0.518214365,0.48,20,11,2,63,9,2,107
2075,72,basico,anual,2,debito,muito frequente,29.31731746,2.211064931,0.41,509,379,4,35,5,3,18
2076,70,familia premium,anual,1,credito,poucos,28.6440281,1.492110694,0.31,443,261,8,59,8,8,1
2077,43,basico,anual,0,debito,muito frequente,25.63988165,1.724530816,0.09,322,207,9,81,13,3,37
2078,85,premium,anual,1,credito,muito frequente,1.742077192,0.877144906,0.76,24,14,4,25,8,2,18
2079,38,premium,mensal,2,debito,alguns,4.150538502,0.344401764,0.27,50,35,2,70,16,5,66
2080,21,estudante,anual,0,credito,muitos,22.11409778,1.516440432,0.45,307,221,6,104,11,6,111
2081,73,basico,mensal,1,credito,alguns,22.08189898,3.283797224,0.83,332,193,8,33,6,2,36
2082,72,premium,mensal,2,credito,nenhum,6.045694188,1.591786055,0.98,94,65,3,53,10,3,86
2083,64,basico,anual,0,credito,muitos,8.422651301,1.780812948,0.42,141,76,5,53,13,3,235
2084,78,familia premium,anual,0,credito,nenhum,30.57422057,2.14952033,0.44,488,258,6,31,18,18,0
2085,67,familia premium,mensal,2,credito,muito frequente,9.748155903,0.782469833,0.95,157,107,6,57,16,16,0
2086,85,basico,mensal,2,credito,alguns,4.419708492,0.908977492,0.24,78,47,5,32,18,9,90
2087,52,familia premium,mensal,2,venmo,poucos,15.82419267,1.843401205,0.59,213,124,6,72,11,11,0
2088,80,premium,anual,1,credito,muito frequente,30.8745702,4.88232289,0.05,458,292,8,18,8,2,27
2089,75,familia premium,mensal,2,credito,muitos,14.68054636,2.788622535,0.79,233,135,3,34,10,10,1
2090,60,familia premium,anual,2,credito,muitos,23.89417326,2.491560711,0.62,309,166,7,59,13,3,1
2091,31,basico,anual,2,credito,muito frequente,17.04349886,1.540276076,0.6,250,235,4,85,9,2,81
2092,57,basico,mensal,1,debito,muito frequente,20.65089038,3.70321659,0.02,250,143,5,59,8,3,48
2093,84,familia premium,anual,0,credito,poucos,20.11492939,3.565810171,0.17,307,208,9,22,6,3,2
2094,70,basico,anual,2,credito,muitos,2.240986153,0.913210922,0.48,34,20,4,46,7,2,45
2095,70,familia premium,mensal,0,venmo,poucos,29.69060724,0.334860656,0.13,419,392,6,44,9,3,0
2096,20,premium,anual,0,credito,poucos,12.06670989,2.532661235,0.13,165,105,8,108,13,7,89
2097,48,premium,anual,1,credito,nenhum,27.52139404,0.450764235,0.43,534,392,5,55,11,4,31
2098,68,basico,anual,2,debito,nenhum,25.65522191,2.566763853,0.09,370,348,4,37,14,7,88
2099,18,estudante,anual,1,credito,muitos,10.63845502,1.067443246,0.45,154,98,7,87,10,10,53
2100,21,estudante,mensal,0,debito,poucos,11.32148809,0.777387064,0.37,153,111,8,101,8,8,40
2101,73,familia premium,mensal,2,credito,alguns,0.087212604,0.274958688,0.55,2,2,0,56,18,9,1
2102,28,familia premium,anual,0,debito,muito frequente,4.134035777,0.755386336,0.12,80,46,7,83,21,11,1
2103,35,familia premium,anual,1,credito,poucos,0.144656972,0.903789116,0.19,3,3,0,87,11,6,0
2104,25,premium,anual,1,credito,muitos,6.100471489,0.910050429,0.43,90,62,6,83,7,2,58
2105,42,basico,anual,2,credito,muito frequente,7.630762867,0.288969085,0.24,94,51,5,79,9,2,112
2106,83,familia premium,mensal,1,debito,alguns,22.35391886,2.237770756,0.84,393,252,5,24,3,1,1
2107,27,basico,anual,2,credito,alguns,1.367142726,0.822232374,0.34,23,18,1,81,11,4,24
2108,83,basico,anual,2,debito,muito frequente,16.39204327,2.8214302,0.81,216,111,3,38,10,3,72
2109,64,basico,anual,2,debito,nenhum,7.184700926,0.641852377,0.33,119,117,5,49,12,4,207
2110,72,premium,anual,0,debito,muitos,27.09708692,4.604836152,0.4,337,238,9,37,9,3,46
2111,39,premium,anual,2,debito,muitos,24.1369353,1.673277058,0.05,457,234,4,60,19,5,40
2112,49,basico,anual,1,credito,poucos,7.348346642,1.206372032,0.7,100,69,6,66,10,10,248
2113,81,basico,anual,2,credito,muitos,7.736665699,1.316242827,0.4,118,62,3,38,12,12,168
2114,66,familia premium,anual,0,venmo,alguns,1.527783692,0.802623296,0.15,20,18,5,64,4,2,0
2115,63,familia premium,anual,1,credito,poucos,13.10135196,0.418196507,0.49,209,117,7,47,11,11,1
2116,46,familia premium,anual,0,credito,nenhum,23.1149634,0.702671595,0.09,296,164,6,76,10,3,1
2117,56,familia premium,anual,0,venmo,alguns,8.865796422,1.243078692,0.23,131,78,5,62,9,5,1
2118,69,basico,anual,1,debito,alguns,27.86927989,3.379944892,0.89,351,176,8,30,9,2,18
2119,59,basico,anual,1,debito,muitos,3.600908796,0.520203818,0.22,59,36,3,42,12,12,93
2120,60,estudante,mensal,1,venmo,nenhum,1.805428824,0.339497679,0.92,27,15,4,73,11,6,91
2121,32,basico,anual,2,venmo,muitos,18.26334452,2.687729951,0.74,334,224,4,83,19,5,107
2122,83,premium,anual,0,debito,muito frequente,16.28234945,0.960815451,0.31,301,163,6,34,12,3,66
2123,52,familia premium,anual,2,venmo,nenhum,12.89320993,1.63146052,0.85,170,163,3,65,4,1,1
2124,86,basico,mensal,1,venmo,alguns,14.04636435,1.768356993,0.45,195,167,7,16,7,7,97
2125,39,basico,anual,2,venmo,muitos,9.375660725,1.542031548,0.28,132,93,3,75,10,3,72
2126,68,premium,anual,0,credito,muito frequente,26.99600388,2.544743082,0.87,379,283,6,42,13,13,102
2127,72,familia premium,anual,0,debito,poucos,12.58710307,0.961209318,0.06,172,114,5,42,12,4,2
2128,76,familia premium,anual,0,credito,muitos,3.769009135,0.680552634,0.17,74,53,4,45,9,3,0
2129,77,familia premium,anual,1,credito,muito frequente,8.657839169,1.437708601,0.98,125,64,6,32,11,6,1
2130,37,basico,mensal,2,credito,muitos,29.99126632,1.539943424,0.56,555,294,4,67,9,5,130
2131,54,premium,anual,1,debito,poucos,2.400382358,0.319336586,0.03,30,15,4,40,12,3,57
2132,23,familia premium,mensal,2,debito,muitos,3.172931818,0.630593043,0.02,50,40,4,107,11,3,2
2133,60,basico,anual,2,venmo,nenhum,30.17629931,2.488910792,0.21,540,297,4,54,12,6,58
2134,53,basico,anual,0,credito,poucos,24.78876635,0.769982539,0.23,385,353,6,58,20,20,34
2135,50,familia premium,anual,0,debito,nenhum,25.60431976,4.234242819,0.96,328,232,6,71,19,6,1
2136,77,familia premium,anual,1,debito,poucos,10.0377036,0.943320783,0.08,155,78,4,53,12,3,2
2137,28,premium,anual,0,venmo,nenhum,4.548587165,0.812641458,0.02,58,49,6,71,6,6,33
2138,52,basico,anual,0,debito,muitos,4.140936734,0.96099314,0.31,53,29,6,47,10,5,39
2139,36,basico,anual,1,venmo,alguns,0.768306359,0.41459169,0.02,14,9,3,74,9,2,122
2140,71,premium,anual,1,venmo,alguns,29.80831422,4.88028014,0.19,520,332,9,62,11,11,265
2141,60,basico,mensal,0,credito,alguns,30.45867701,1.438710803,0.24,531,282,6,57,15,8,88
2142,19,estudante,mensal,1,venmo,poucos,8.679593714,0.865386064,0.46,121,88,4,99,11,6,183
2143,44,familia premium,anual,0,credito,poucos,27.66788482,0.470646052,0.65,346,203,9,73,14,14,0
2144,58,familia premium,anual,2,credito,alguns,30.13011156,1.374269585,0.24,379,274,7,65,11,4,2
2145,25,familia premium,anual,1,credito,muito frequente,15.23605481,2.499445264,0.26,191,98,4,100,10,3,0
2146,69,basico,anual,1,credito,poucos,14.81968159,1.271353906,0.16,238,217,7,51,20,20,129
2147,75,familia premium,anual,1,credito,alguns,25.46945415,2.092666709,0.16,360,281,8,55,12,3,1
2148,38,familia premium,anual,2,debito,muitos,8.759046754,1.4295899,0.17,161,101,3,72,19,19,1
2149,71,premium,mensal,2,credito,muitos,6.236864678,1.797217152,0.01,97,53,5,38,16,4,91
2150,55,familia premium,anual,2,debito,alguns,1.469963245,0.041771795,0.07,25,20,3,57,5,5,0
2151,41,familia premium,anual,1,debito,muitos,28.55492808,1.540375794,0.32,387,295,5,75,15,15,1
2152,52,basico,anual,1,credito,poucos,24.02300543,0.826424537,0.19,309,187,5,68,21,11,122
2153,71,familia premium,anual,1,venmo,nenhum,2.015399501,0.601872554,0.81,29,16,3,35,18,18,1
2154,18,estudante,anual,2,debito,alguns,24.35143772,1.276797045,0.39,360,184,4,94,8,2,87
